country,crpd_sign,crpd_ratif,protocol_sign,protocol_ratif,year,cpi_score.x,cpi_score.y,power_distance,individualism,motivation,uncertainty_avoidance,long_term_orientation,indulgence,democracy_index,democracy_cat,freedom_index,gdp,human_development_index,life_expectancy,expected_years_of_schooling,mean_years_of_schooling,crime_index,safety_index,unemployment_rate
Australia,2007-03-30,2008-07-17,NA,2009-08-21,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42810.47,NA,NA,NA,NA,NA,NA,5.57
Australia,2007-03-30,2008-07-17,NA,2009-08-21,2008,NA,NA,NA,NA,NA,NA,NA,NA,9.09,Full Democracy,NA,49681.22,NA,NA,NA,NA,NA,NA,4.24
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2023,NA,NA,11,77,79,70,47,63,NA,NA,93,NA,NA,NA,NA,NA,27.3,72.7,NA
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2022,71,71,NA,NA,NA,NA,NA,NA,8.2,Full Democracy,93,52131.45,NA,NA,NA,NA,26.1,73.9,4.99
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2021,74,74,NA,NA,NA,NA,NA,NA,8.07,Full Democracy,93,53637.71,0.92,81.58,16.01,12.26,25.2,74.8,6.46
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2020,76,76,NA,NA,NA,NA,NA,NA,8.16,Full Democracy,93,48809.23,NA,NA,NA,NA,23.7,76.3,5.2
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2019,77,77,NA,NA,NA,NA,NA,NA,8.29,Full Democracy,93,50070.4,NA,NA,NA,NA,21.4,78.6,4.56
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2018,76,76,NA,NA,NA,NA,NA,NA,8.29,Full Democracy,94,51466.56,NA,NA,NA,NA,20.4,79.6,4.93
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2017,75,75,NA,NA,NA,NA,NA,NA,8.42,Full Democracy,95,47429.16,NA,NA,NA,NA,19.2,80.8,5.56
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2016,75,75,NA,NA,NA,NA,NA,NA,8.41,Full Democracy,95,45307.59,NA,NA,NA,NA,24.1,75.9,6.06
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2015,76,76,NA,NA,NA,NA,NA,NA,8.54,Full Democracy,96,44195.82,NA,NA,NA,NA,26.2,73.8,5.8
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2014,72,72,NA,NA,NA,NA,NA,NA,8.54,Full Democracy,96,51786.38,NA,NA,NA,NA,25.8,74.2,5.67
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2013,69,69,NA,NA,NA,NA,NA,NA,8.48,Full Democracy,96,50731.13,NA,NA,NA,NA,30.4,69.6,5.37
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2012,69,69,NA,NA,NA,NA,NA,NA,8.62,Full Democracy,NA,48564.92,NA,NA,NA,NA,44.1,55.9,4.91
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2011,NA,NA,NA,NA,NA,NA,NA,NA,8.49,Full Democracy,NA,51442.28,NA,NA,NA,NA,NA,NA,4.64
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2010,NA,NA,NA,NA,NA,NA,NA,NA,8.49,Full Democracy,NA,46903.76,NA,NA,NA,NA,NA,NA,4.88
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48153.32,NA,NA,NA,NA,NA,NA,5.37
Austria,2007-03-30,2008-09-26,2007-03-30,2008-09-26,2008,NA,NA,NA,NA,NA,NA,NA,NA,8.49,Full Democracy,NA,51919.98,NA,NA,NA,NA,NA,NA,4.2
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2023,NA,NA,85,28,50,88,59,22,NA,NA,9,NA,NA,NA,NA,NA,31.8,68.2,NA
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2022,23,23,NA,NA,NA,NA,NA,NA,2.87,Authoritarian Regime,9,7736.7,NA,NA,NA,NA,32.3,67.7,5.65
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2021,30,30,NA,NA,NA,NA,NA,NA,2.68,Authoritarian Regime,10,5408.05,0.74,69.37,13.5,10.54,31.7,68.3,6.04
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2020,30,30,NA,NA,NA,NA,NA,NA,2.68,Authoritarian Regime,10,4229.91,NA,NA,NA,NA,31.6,68.4,7.24
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2019,30,30,NA,NA,NA,NA,NA,NA,2.75,Authoritarian Regime,11,4805.75,NA,NA,NA,NA,31.7,68.3,5
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2018,25,25,NA,NA,NA,NA,NA,NA,2.65,Authoritarian Regime,12,4739.8,NA,NA,NA,NA,30.5,69.5,4.9
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2017,31,31,NA,NA,NA,NA,NA,NA,2.65,Authoritarian Regime,14,4147.2,NA,NA,NA,NA,27.1,72.9,5
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2016,30,30,NA,NA,NA,NA,NA,NA,2.65,Authoritarian Regime,16,3880.69,NA,NA,NA,NA,32.4,67.6,5
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2015,29,29,NA,NA,NA,NA,NA,NA,2.71,Authoritarian Regime,20,5500.5,NA,NA,NA,NA,35.5,64.5,4.96
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2014,29,29,NA,NA,NA,NA,NA,NA,2.83,Authoritarian Regime,22,7890.84,NA,NA,NA,NA,34.2,65.8,4.91
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2013,28,28,NA,NA,NA,NA,NA,NA,3.06,Authoritarian Regime,23,7875.34,NA,NA,NA,NA,36.7,63.3,4.97
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2012,27,27,NA,NA,NA,NA,NA,NA,3.15,Authoritarian Regime,NA,7495.86,NA,NA,NA,NA,38.5,61.5,5.19
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2011,NA,NA,NA,NA,NA,NA,NA,NA,3.15,Authoritarian Regime,NA,7189.82,NA,NA,NA,NA,NA,NA,5.42
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2010,NA,NA,NA,NA,NA,NA,NA,NA,3.15,Authoritarian Regime,NA,5843.53,NA,NA,NA,NA,NA,NA,5.63
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4950.4,NA,NA,NA,NA,NA,NA,5.74
Azerbaijan,2008-01-09,2009-01-28,2008-01-09,2009-01-28,2008,NA,NA,NA,NA,NA,NA,NA,NA,3.19,Authoritarian Regime,NA,5574.47,NA,NA,NA,NA,NA,NA,5.86
Bahamas,2013-09-24,2015-09-28,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,62.4,37.6,NA
Bahamas,2013-09-24,2015-09-28,NA,NA,2022,64,64,NA,NA,NA,NA,NA,NA,NA,NA,91,31458.3,NA,NA,NA,NA,62.5,37.5,NA
Bahamas,2013-09-24,2015-09-28,NA,NA,2021,64,64,NA,NA,NA,NA,NA,NA,NA,NA,91,28260.43,0.81,71.6,12.9,12.64,62.3,37.7,NA
Bahamas,2013-09-24,2015-09-28,NA,NA,2020,63,63,NA,NA,NA,NA,NA,NA,NA,NA,91,23998.27,NA,NA,NA,NA,62.9,37.1,NA
Bahamas,2013-09-24,2015-09-28,NA,NA,2019,64,64,NA,NA,NA,NA,NA,NA,NA,NA,91,32279.01,NA,NA,NA,NA,NA,NA,NA
Bahamas,2013-09-24,2015-09-28,NA,NA,2018,65,65,NA,NA,NA,NA,NA,NA,NA,NA,91,31483.98,NA,NA,NA,NA,NA,NA,10
Bahamas,2013-09-24,2015-09-28,NA,NA,2017,65,65,NA,NA,NA,NA,NA,NA,NA,NA,91,30708.99,NA,NA,NA,NA,63.2,36.8,9.8
Bahamas,2013-09-24,2015-09-28,NA,NA,2016,66,66,NA,NA,NA,NA,NA,NA,NA,NA,92,29675.54,NA,NA,NA,NA,NA,NA,12.7
Bahamas,2013-09-24,2015-09-28,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,29724.95,NA,NA,NA,NA,72.9,27.1,12
Bahamas,2013-09-24,2015-09-28,NA,NA,2014,71,71,NA,NA,NA,NA,NA,NA,NA,NA,96,28720.66,NA,NA,NA,NA,NA,NA,13.8
Bahamas,2013-09-24,2015-09-28,NA,NA,2013,71,71,NA,NA,NA,NA,NA,NA,NA,NA,96,27389.6,NA,NA,NA,NA,NA,NA,16.18
Bahamas,2013-09-24,2015-09-28,NA,NA,2012,71,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,28059.66,NA,NA,NA,NA,NA,NA,14.02
Bahamas,2013-09-24,2015-09-28,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26644.93,NA,NA,NA,NA,NA,NA,14.52
Bahamas,2013-09-24,2015-09-28,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27046.66,NA,NA,NA,NA,NA,NA,NA
Bahamas,2013-09-24,2015-09-28,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27120.69,NA,NA,NA,NA,NA,NA,14.25
Bahamas,2013-09-24,2015-09-28,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29013.63,NA,NA,NA,NA,NA,NA,8.18
Bahrain,2007-06-25,2011-09-22,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,24,76,NA
Bahrain,2007-06-25,2011-09-22,NA,NA,2022,44,44,NA,NA,NA,NA,NA,NA,2.52,Authoritarian Regime,12,30152.03,NA,NA,NA,NA,24.4,75.6,NA
Bahrain,2007-06-25,2011-09-22,NA,NA,2021,42,42,NA,NA,NA,NA,NA,NA,2.52,Authoritarian Regime,12,26860.07,0.88,78.76,16.3,11.05,26.1,73.9,NA
Bahrain,2007-06-25,2011-09-22,NA,NA,2020,42,42,NA,NA,NA,NA,NA,NA,2.49,Authoritarian Regime,11,23433.19,NA,NA,NA,NA,29.3,70.7,NA
Bahrain,2007-06-25,2011-09-22,NA,NA,2019,42,42,NA,NA,NA,NA,NA,NA,2.55,Authoritarian Regime,12,25869.11,NA,NA,NA,NA,32.9,67.1,NA
Bahrain,2007-06-25,2011-09-22,NA,NA,2018,36,36,NA,NA,NA,NA,NA,NA,2.71,Authoritarian Regime,12,25415.85,NA,NA,NA,NA,37,63,NA
Bahrain,2007-06-25,2011-09-22,NA,NA,2017,36,36,NA,NA,NA,NA,NA,NA,2.71,Authoritarian Regime,12,24349.91,NA,NA,NA,NA,35.3,64.7,NA
Bahrain,2007-06-25,2011-09-22,NA,NA,2016,43,43,NA,NA,NA,NA,NA,NA,2.79,Authoritarian Regime,14,22867.18,NA,NA,NA,NA,37.3,62.7,NA
Bahrain,2007-06-25,2011-09-22,NA,NA,2015,51,51,NA,NA,NA,NA,NA,NA,2.79,Authoritarian Regime,15,22795.45,NA,NA,NA,NA,40,60,NA
Bahrain,2007-06-25,2011-09-22,NA,NA,2014,49,49,NA,NA,NA,NA,NA,NA,2.87,Authoritarian Regime,16,25464.76,NA,NA,NA,NA,20.5,79.5,NA
Bahrain,2007-06-25,2011-09-22,NA,NA,2013,48,48,NA,NA,NA,NA,NA,NA,2.87,Authoritarian Regime,18,25790.73,NA,NA,NA,NA,19.8,80.2,NA
Bahrain,2007-06-25,2011-09-22,NA,NA,2012,51,51,NA,NA,NA,NA,NA,NA,2.53,Authoritarian Regime,NA,25102.73,NA,NA,NA,NA,NA,NA,1.2
Bahrain,2007-06-25,2011-09-22,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,2.92,Authoritarian Regime,NA,23741.56,NA,NA,NA,NA,NA,NA,4
Bahrain,2007-06-25,2011-09-22,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,3.49,Authoritarian Regime,NA,21186.81,NA,NA,NA,NA,NA,NA,1.13
Bahrain,2007-06-25,2011-09-22,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19448.18,NA,NA,NA,NA,NA,NA,4
Bahrain,2007-06-25,2011-09-22,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,3.38,Authoritarian Regime,NA,23155.82,NA,NA,NA,NA,NA,NA,3.7
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2023,NA,NA,80,5,55,60,38,20,NA,NA,40,NA,NA,NA,NA,NA,62.6,37.4,NA
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2022,25,25,NA,NA,NA,NA,NA,NA,5.99,Hybrid Regime,39,2688.3,NA,NA,NA,NA,63.4,36.6,NA
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2021,26,26,NA,NA,NA,NA,NA,NA,5.99,Hybrid Regime,39,2457.92,0.66,72.38,12.44,7.38,64.2,35.8,NA
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2020,26,26,NA,NA,NA,NA,NA,NA,5.99,Hybrid Regime,39,2233.31,NA,NA,NA,NA,63.9,36.1,NA
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2019,26,26,NA,NA,NA,NA,NA,NA,5.88,Hybrid Regime,41,2122.08,NA,NA,NA,NA,65.8,34.2,NA
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2018,26,26,NA,NA,NA,NA,NA,NA,5.57,Hybrid Regime,45,1963.41,NA,NA,NA,NA,68.5,31.5,NA
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2017,28,28,NA,NA,NA,NA,NA,NA,5.43,Hybrid Regime,47,1815.61,NA,NA,NA,NA,67.2,32.8,4.37
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2016,26,26,NA,NA,NA,NA,NA,NA,5.73,Hybrid Regime,49,1659.96,NA,NA,NA,NA,68.6,31.4,4.35
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2015,25,25,NA,NA,NA,NA,NA,NA,5.73,Hybrid Regime,50,1236,NA,NA,NA,NA,64.2,35.8,NA
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2014,25,25,NA,NA,NA,NA,NA,NA,5.78,Hybrid Regime,53,1108.51,NA,NA,NA,NA,62.2,37.8,NA
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2013,27,27,NA,NA,NA,NA,NA,NA,5.86,Hybrid Regime,56,973.77,NA,NA,NA,NA,59.4,40.6,4.43
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2012,26,26,NA,NA,NA,NA,NA,NA,5.86,Hybrid Regime,NA,876.82,NA,NA,NA,NA,59.7,40.3,NA
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2011,NA,NA,NA,NA,NA,NA,NA,NA,5.86,Hybrid Regime,NA,856.38,NA,NA,NA,NA,NA,NA,NA
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2010,NA,NA,NA,NA,NA,NA,NA,NA,5.87,Hybrid Regime,NA,776.86,NA,NA,NA,NA,NA,NA,3.38
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.52,NA,NA,NA,NA,NA,NA,5
Bangladesh,2007-05-09,2007-11-30,NA,2008-05-12,2008,NA,NA,NA,NA,NA,NA,NA,NA,5.52,Hybrid Regime,NA,630.11,NA,NA,NA,NA,NA,NA,NA
Barbados,2007-07-19,2013-02-27,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,47.9,52.1,NA
Barbados,2007-07-19,2013-02-27,NA,NA,2022,65,65,NA,NA,NA,NA,NA,NA,NA,NA,95,20018.52,NA,NA,NA,NA,46.6,53.4,NA
Barbados,2007-07-19,2013-02-27,NA,NA,2021,65,65,NA,NA,NA,NA,NA,NA,NA,NA,95,17225.46,0.79,77.57,15.71,9.85,NA,NA,NA
Barbados,2007-07-19,2013-02-27,NA,NA,2020,64,64,NA,NA,NA,NA,NA,NA,NA,NA,95,16643.81,NA,NA,NA,NA,NA,NA,NA
Barbados,2007-07-19,2013-02-27,NA,NA,2019,62,62,NA,NA,NA,NA,NA,NA,NA,NA,96,19002.96,NA,NA,NA,NA,NA,NA,8.41
Barbados,2007-07-19,2013-02-27,NA,NA,2018,68,68,NA,NA,NA,NA,NA,NA,NA,NA,96,18224.89,NA,NA,NA,NA,NA,NA,8.32
Barbados,2007-07-19,2013-02-27,NA,NA,2017,68,68,NA,NA,NA,NA,NA,NA,NA,NA,98,17843.2,NA,NA,NA,NA,NA,NA,8.62
Barbados,2007-07-19,2013-02-27,NA,NA,2016,61,61,NA,NA,NA,NA,NA,NA,NA,NA,98,17343.73,NA,NA,NA,NA,NA,NA,8.25
Barbados,2007-07-19,2013-02-27,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,16990.22,NA,NA,NA,NA,44.4,55.6,9.8
Barbados,2007-07-19,2013-02-27,NA,NA,2014,74,74,NA,NA,NA,NA,NA,NA,NA,NA,99,16924.19,NA,NA,NA,NA,44.4,55.6,12.17
Barbados,2007-07-19,2013-02-27,NA,NA,2013,75,75,NA,NA,NA,NA,NA,NA,NA,NA,99,16893.61,NA,NA,NA,NA,NA,NA,11.55
Barbados,2007-07-19,2013-02-27,NA,NA,2012,76,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,16691.33,NA,NA,NA,NA,NA,NA,NA
Barbados,2007-07-19,2013-02-27,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16907.21,NA,NA,NA,NA,NA,NA,NA
Barbados,2007-07-19,2013-02-27,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16489.8,NA,NA,NA,NA,NA,NA,10.69
Barbados,2007-07-19,2013-02-27,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16310.46,NA,NA,NA,NA,NA,NA,10.02
Barbados,2007-07-19,2013-02-27,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550.66,NA,NA,NA,NA,NA,NA,NA
Belarus,2015-09-28,2016-11-29,NA,NA,2023,NA,NA,95,48,20,95,53,15,NA,NA,8,NA,NA,NA,NA,NA,56.4,43.6,NA
Belarus,2015-09-28,2016-11-29,NA,NA,2022,39,39,NA,NA,NA,NA,NA,NA,1.99,Authoritarian Regime,8,7904.86,NA,NA,NA,NA,58.4,41.6,3.57
Belarus,2015-09-28,2016-11-29,NA,NA,2021,41,41,NA,NA,NA,NA,NA,NA,2.41,Authoritarian Regime,11,7489.72,0.81,72.44,15.17,12.14,60.3,39.7,3.9
Belarus,2015-09-28,2016-11-29,NA,NA,2020,47,47,NA,NA,NA,NA,NA,NA,2.59,Authoritarian Regime,19,6542.86,NA,NA,NA,NA,25,75,4.05
Belarus,2015-09-28,2016-11-29,NA,NA,2019,45,45,NA,NA,NA,NA,NA,NA,2.48,Authoritarian Regime,19,6837.77,NA,NA,NA,NA,23.5,76.5,4.16
Belarus,2015-09-28,2016-11-29,NA,NA,2018,44,44,NA,NA,NA,NA,NA,NA,3.13,Authoritarian Regime,21,6360.05,NA,NA,NA,NA,26.6,73.4,4.76
Belarus,2015-09-28,2016-11-29,NA,NA,2017,44,44,NA,NA,NA,NA,NA,NA,3.13,Authoritarian Regime,20,5785.53,NA,NA,NA,NA,22.3,77.7,5.65
Belarus,2015-09-28,2016-11-29,NA,NA,2016,40,40,NA,NA,NA,NA,NA,NA,3.54,Authoritarian Regime,17,5039.78,NA,NA,NA,NA,27.6,72.4,5.84
Belarus,2015-09-28,2016-11-29,NA,NA,2015,32,32,NA,NA,NA,NA,NA,NA,3.62,Authoritarian Regime,14,5967.07,NA,NA,NA,NA,30.5,69.5,1
Belarus,2015-09-28,2016-11-29,NA,NA,2014,31,31,NA,NA,NA,NA,NA,NA,3.69,Authoritarian Regime,14,8341.29,NA,NA,NA,NA,32.9,67.1,0.5
Belarus,2015-09-28,2016-11-29,NA,NA,2013,29,29,NA,NA,NA,NA,NA,NA,3.04,Authoritarian Regime,14,7998.08,NA,NA,NA,NA,26.8,73.2,0.5
Belarus,2015-09-28,2016-11-29,NA,NA,2012,31,31,NA,NA,NA,NA,NA,NA,3.04,Authoritarian Regime,NA,6953.22,NA,NA,NA,NA,NA,NA,0.5
Belarus,2015-09-28,2016-11-29,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,3.16,Authoritarian Regime,NA,6527.65,NA,NA,NA,NA,NA,NA,0.6
Belarus,2015-09-28,2016-11-29,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,3.34,Authoritarian Regime,NA,6034.68,NA,NA,NA,NA,NA,NA,NA
Belarus,2015-09-28,2016-11-29,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5352.49,NA,NA,NA,NA,NA,NA,6.1
Belarus,2015-09-28,2016-11-29,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,3.34,Authoritarian Regime,NA,6376.18,NA,NA,NA,NA,NA,NA,0.8
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2023,NA,NA,65,81,54,94,61,57,NA,NA,96,NA,NA,NA,NA,NA,49.1,50.9,NA
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2022,73,73,NA,NA,NA,NA,NA,NA,7.64,Flawed Democracy,96,49582.83,NA,NA,NA,NA,45.4,54.6,5.56
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2021,73,73,NA,NA,NA,NA,NA,NA,7.51,Flawed Democracy,96,51268.39,0.94,81.88,19.6,12.38,44.2,55.8,6.26
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2020,76,76,NA,NA,NA,NA,NA,NA,7.51,Flawed Democracy,96,45517.9,NA,NA,NA,NA,44,56,5.55
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2019,75,75,NA,NA,NA,NA,NA,NA,7.64,Flawed Democracy,96,46641.71,NA,NA,NA,NA,42.5,57.5,5.36
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2018,75,75,NA,NA,NA,NA,NA,NA,7.78,Flawed Democracy,95,47544.98,NA,NA,NA,NA,42.2,57.8,5.95
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2017,75,75,NA,NA,NA,NA,NA,NA,7.78,Flawed Democracy,95,44198.48,NA,NA,NA,NA,44.5,55.5,7.09
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2016,77,77,NA,NA,NA,NA,NA,NA,7.77,Flawed Democracy,96,42012.62,NA,NA,NA,NA,45.2,54.8,7.83
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2015,77,77,NA,NA,NA,NA,NA,NA,7.93,Flawed Democracy,97,41008.3,NA,NA,NA,NA,42,58,8.48
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2014,76,76,NA,NA,NA,NA,NA,NA,7.93,Flawed Democracy,97,47764.07,NA,NA,NA,NA,41.5,58.5,8.52
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2013,75,75,NA,NA,NA,NA,NA,NA,8.05,Full Democracy,97,46757.95,NA,NA,NA,NA,42.9,57.1,8.43
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2012,75,75,NA,NA,NA,NA,NA,NA,8.05,Full Democracy,NA,44670.56,NA,NA,NA,NA,40.6,59.4,7.54
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2011,NA,NA,NA,NA,NA,NA,NA,NA,8.05,Full Democracy,NA,47410.57,NA,NA,NA,NA,NA,NA,7.14
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2010,NA,NA,NA,NA,NA,NA,NA,NA,8.05,Full Democracy,NA,44184.95,NA,NA,NA,NA,NA,NA,8.29
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44760.29,NA,NA,NA,NA,NA,NA,7.91
Belgium,2007-03-30,2009-07-02,2007-03-30,2009-07-02,2008,NA,NA,NA,NA,NA,NA,NA,NA,8.16,Full Democracy,NA,48303.4,NA,NA,NA,NA,NA,NA,6.98
Belize,2011-05-09,2011-06-02,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,53.1,46.9,NA
Belize,2011-05-09,2011-06-02,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,6968.36,NA,NA,NA,NA,51.5,48.5,NA
Belize,2011-05-09,2011-06-02,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,6228.27,0.68,70.47,12.99,8.85,51.3,48.7,10.16
Belize,2011-05-09,2011-06-02,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,5266.88,NA,NA,NA,NA,NA,NA,NA
Belize,2011-05-09,2011-06-02,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,6210.57,NA,NA,NA,NA,NA,NA,9.05
Belize,2011-05-09,2011-06-02,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,6059.16,NA,NA,NA,NA,NA,NA,NA
Belize,2011-05-09,2011-06-02,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,6100.99,NA,NA,NA,NA,NA,NA,6.6
Belize,2011-05-09,2011-06-02,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,6148.71,NA,NA,NA,NA,NA,NA,7
Belize,2011-05-09,2011-06-02,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,6142.48,NA,NA,NA,NA,62.3,37.7,7.58
Belize,2011-05-09,2011-06-02,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,6068.09,NA,NA,NA,NA,NA,NA,8.24
Belize,2011-05-09,2011-06-02,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,5887.93,NA,NA,NA,NA,NA,NA,8.35
Belize,2011-05-09,2011-06-02,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5645.9,NA,NA,NA,NA,NA,NA,NA
Belize,2011-05-09,2011-06-02,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5521.37,NA,NA,NA,NA,NA,NA,NA
Belize,2011-05-09,2011-06-02,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5397.29,NA,NA,NA,NA,NA,NA,NA
Belize,2011-05-09,2011-06-02,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5349,NA,NA,NA,NA,NA,NA,NA
Belize,2011-05-09,2011-06-02,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5656.41,NA,NA,NA,NA,NA,NA,8.18
