country,crpd_category,crpd_category_v,year,cpi_score.x,cpi_score.y,power_distance,individualism,motivation,uncertainty_avoidance,long_term_orientation,indulgence,democracy_index,democracy_cat,freedom_index,gdp,human_development_index,life_expectancy,expected_years_of_schooling,mean_years_of_schooling,masculinity_index,crime_index,safety_index,unemployment_rate
Laos,ratified protocol,3,2021,30,30,NA,NA,NA,NA,NA,NA,1.77,Authoritarian Regime,13,2535.62,0.61,68.06,10.14,5.37,NA,NA,NA,NA
Laos,ratified protocol,3,2020,29,29,NA,NA,NA,NA,NA,NA,1.77,Authoritarian Regime,14,2593.36,NA,NA,NA,NA,NA,NA,NA,NA
Laos,ratified protocol,3,2019,29,29,NA,NA,NA,NA,NA,NA,2.14,Authoritarian Regime,14,2598.51,NA,NA,NA,NA,NA,NA,NA,NA
Laos,ratified protocol,3,2018,29,29,NA,NA,NA,NA,NA,NA,2.37,Authoritarian Regime,12,2553.36,NA,NA,NA,NA,NA,NA,NA,NA
Laos,ratified protocol,3,2017,29,29,NA,NA,NA,NA,NA,NA,2.37,Authoritarian Regime,12,2439.46,NA,NA,NA,NA,NA,NA,NA,3.27
Laos,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,ratified both crpd and protocol,4,2023,NA,NA,44,70,9,63,69,13,NA,NA,88,NA,NA,NA,NA,NA,NA,37.7,62.3,NA
Latvia,ratified both crpd and protocol,4,2022,59,59,NA,NA,NA,NA,NA,NA,7.37,Flawed Democracy,88,21851.11,NA,NA,NA,NA,NA,38.7,61.3,6.81
Latvia,ratified both crpd and protocol,4,2021,59,59,NA,NA,NA,NA,NA,NA,7.31,Flawed Democracy,89,21080.18,0.86,73.58,16.2,13.25,NA,37.2,62.8,7.51
Latvia,ratified both crpd and protocol,4,2020,57,57,NA,NA,NA,NA,NA,NA,7.24,Flawed Democracy,89,18207.14,NA,NA,NA,NA,NA,37,63,8.1
Latvia,ratified both crpd and protocol,4,2019,56,56,NA,NA,NA,NA,NA,NA,7.49,Flawed Democracy,87,17945.22,NA,NA,NA,NA,NA,36.8,63.2,6.31
Latvia,ratified both crpd and protocol,4,2018,58,58,NA,NA,NA,NA,NA,NA,7.38,Flawed Democracy,87,17865.03,NA,NA,NA,NA,NA,36.9,63.1,7.41
Latvia,ratified both crpd and protocol,4,2017,58,58,NA,NA,NA,NA,NA,NA,7.25,Flawed Democracy,87,15695.12,NA,NA,NA,NA,NA,36.5,63.5,8.72
Lebanon,signed both crpd and protocol,2,2023,NA,NA,62,27,48,57,47,10,NA,NA,43,NA,NA,NA,NA,NA,52,46.2,53.8,NA
Lebanon,signed both crpd and protocol,2,2022,24,24,NA,NA,NA,NA,NA,NA,3.64,Authoritarian Regime,42,NA,NA,NA,NA,NA,NA,46.9,53.1,NA
Lebanon,signed both crpd and protocol,2,2021,24,24,NA,NA,NA,NA,NA,NA,3.84,Authoritarian Regime,43,4136.15,0.71,75.05,11.29,8.72,NA,47,53,NA
Lebanon,signed both crpd and protocol,2,2020,25,25,NA,NA,NA,NA,NA,NA,4.16,Hybrid Regime,44,5599.96,NA,NA,NA,NA,NA,43.4,56.6,NA
Lebanon,signed both crpd and protocol,2,2019,28,28,NA,NA,NA,NA,NA,NA,4.36,Hybrid Regime,45,8925.42,NA,NA,NA,NA,NA,44.3,55.7,11.3
Lebanon,signed both crpd and protocol,2,2018,28,28,NA,NA,NA,NA,NA,NA,4.63,Hybrid Regime,43,9225.85,NA,NA,NA,NA,NA,49.2,50.8,NA
Lebanon,signed both crpd and protocol,2,2017,28,28,NA,NA,NA,NA,NA,NA,4.72,Hybrid Regime,44,8679.9,NA,NA,NA,NA,NA,49.2,50.8,NA
Lesotho,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,ratified protocol,3,2022,37,37,NA,NA,NA,NA,NA,NA,6.19,Flawed Democracy,63,1107.4,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,ratified protocol,3,2021,38,38,NA,NA,NA,NA,NA,NA,6.3,Flawed Democracy,63,1040.31,0.51,53.06,12.04,6.01,NA,NA,NA,NA
Lesotho,ratified protocol,3,2020,41,41,NA,NA,NA,NA,NA,NA,6.3,Flawed Democracy,63,939.5,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,ratified protocol,3,2019,40,40,NA,NA,NA,NA,NA,NA,6.54,Flawed Democracy,63,1094.5,NA,NA,NA,NA,NA,NA,NA,16.88
Lesotho,ratified protocol,3,2018,41,41,NA,NA,NA,NA,NA,NA,6.64,Flawed Democracy,64,1162.98,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,ratified protocol,3,2017,42,42,NA,NA,NA,NA,NA,NA,6.64,Flawed Democracy,64,1062.71,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,ratified protocol,3,2022,26,26,NA,NA,NA,NA,NA,NA,5.43,Hybrid Regime,60,754.53,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,ratified protocol,3,2021,29,29,NA,NA,NA,NA,NA,NA,5.43,Hybrid Regime,60,675.66,0.48,60.75,10.42,5.08,NA,NA,NA,NA
Liberia,ratified protocol,3,2020,28,28,NA,NA,NA,NA,NA,NA,5.32,Hybrid Regime,60,597.53,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,ratified protocol,3,2019,28,28,NA,NA,NA,NA,NA,NA,5.45,Hybrid Regime,62,665.88,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,ratified protocol,3,2018,32,32,NA,NA,NA,NA,NA,NA,5.35,Hybrid Regime,62,700.04,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,ratified protocol,3,2017,31,31,NA,NA,NA,NA,NA,NA,5.23,Hybrid Regime,62,706.89,NA,NA,NA,NA,NA,NA,NA,5.95
Libya,ratified protocol,3,2023,NA,NA,100,17,66,67,22,74,NA,NA,10,NA,NA,NA,NA,NA,52,60.2,39.8,NA
Libya,ratified protocol,3,2022,17,17,NA,NA,NA,NA,NA,NA,2.06,Authoritarian Regime,9,6716.1,NA,NA,NA,NA,NA,60.3,39.7,NA
Libya,ratified protocol,3,2021,17,17,NA,NA,NA,NA,NA,NA,1.95,Authoritarian Regime,9,5908.95,0.72,71.91,12.85,7.6,NA,62,38,NA
Libya,ratified protocol,3,2020,17,17,NA,NA,NA,NA,NA,NA,1.95,Authoritarian Regime,9,7034.66,NA,NA,NA,NA,NA,62.2,37.8,NA
Libya,ratified protocol,3,2019,18,18,NA,NA,NA,NA,NA,NA,2.02,Authoritarian Regime,9,10542.43,NA,NA,NA,NA,NA,59.2,40.8,NA
Libya,ratified protocol,3,2018,17,17,NA,NA,NA,NA,NA,NA,2.19,Authoritarian Regime,9,11838.3,NA,NA,NA,NA,NA,56.7,43.3,NA
Libya,ratified protocol,3,2017,17,17,NA,NA,NA,NA,NA,NA,2.32,Authoritarian Regime,13,10529.12,NA,NA,NA,NA,NA,54.5,45.5,NA
Liechtenstein,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,ratified protocol,3,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,ratified protocol,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,184083.32,0.94,83.26,15.18,12.54,NA,NA,NA,NA
Liechtenstein,ratified protocol,3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,165284.5,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,ratified protocol,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,167259.16,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,ratified protocol,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,175286.62,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,ratified protocol,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,170875.74,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,ratified both crpd and protocol,4,2023,NA,NA,42,55,19,65,49,16,NA,NA,89,NA,NA,NA,NA,NA,NA,33,67,NA
Lithuania,ratified both crpd and protocol,4,2022,62,62,NA,NA,NA,NA,NA,NA,7.31,Flawed Democracy,89,24826.79,NA,NA,NA,NA,NA,33.3,66.7,5.96
Lithuania,ratified both crpd and protocol,4,2021,61,61,NA,NA,NA,NA,NA,NA,7.18,Flawed Democracy,90,23712.54,0.88,73.72,16.29,13.5,NA,33.8,66.2,7.11
Lithuania,ratified both crpd and protocol,4,2020,60,60,NA,NA,NA,NA,NA,NA,7.13,Flawed Democracy,91,20363.92,NA,NA,NA,NA,NA,33.1,66.9,8.49
Lithuania,ratified both crpd and protocol,4,2019,60,60,NA,NA,NA,NA,NA,NA,7.5,Flawed Democracy,91,19598.4,NA,NA,NA,NA,NA,36.5,63.5,6.26
Lithuania,ratified both crpd and protocol,4,2018,59,59,NA,NA,NA,NA,NA,NA,7.5,Flawed Democracy,91,19186.36,NA,NA,NA,NA,NA,37.6,62.4,6.15
Lithuania,ratified both crpd and protocol,4,2017,59,59,NA,NA,NA,NA,NA,NA,7.41,Flawed Democracy,91,16885.41,NA,NA,NA,NA,NA,40,60,7.07
Luxembourg,ratified both crpd and protocol,4,2023,NA,NA,40,60,50,70,64,56,NA,NA,97,NA,NA,NA,NA,NA,NA,35.1,64.9,NA
Luxembourg,ratified both crpd and protocol,4,2022,77,77,NA,NA,NA,NA,NA,NA,8.81,Full Democracy,97,126426.09,NA,NA,NA,NA,NA,35.7,64.3,4.58
Luxembourg,ratified both crpd and protocol,4,2021,81,81,NA,NA,NA,NA,NA,NA,8.68,Full Democracy,97,133590.15,0.93,82.63,14.4,13.02,NA,32.2,67.8,5.25
Luxembourg,ratified both crpd and protocol,4,2020,80,80,NA,NA,NA,NA,NA,NA,8.68,Full Democracy,98,117370.5,NA,NA,NA,NA,NA,33.4,66.6,6.77
Luxembourg,ratified both crpd and protocol,4,2019,80,80,NA,NA,NA,NA,NA,NA,8.81,Full Democracy,98,112621.82,NA,NA,NA,NA,NA,29.1,70.9,5.59
Luxembourg,ratified both crpd and protocol,4,2018,81,81,NA,NA,NA,NA,NA,NA,8.81,Full Democracy,98,116786.51,NA,NA,NA,NA,NA,32.1,67.9,5.59
Luxembourg,ratified both crpd and protocol,4,2017,82,82,NA,NA,NA,NA,NA,NA,8.81,Full Democracy,98,110193.21,NA,NA,NA,NA,NA,29,71,5.52
Madagascar,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,ratified protocol,3,2022,26,26,NA,NA,NA,NA,NA,NA,5.7,Hybrid Regime,61,505.04,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,ratified protocol,3,2021,26,26,NA,NA,NA,NA,NA,NA,5.7,Hybrid Regime,60,503.35,0.5,64.49,10.13,5.12,NA,NA,NA,NA
Madagascar,ratified protocol,3,2020,25,25,NA,NA,NA,NA,NA,NA,5.7,Hybrid Regime,61,462.4,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,ratified protocol,3,2019,24,24,NA,NA,NA,NA,NA,NA,5.64,Hybrid Regime,56,512.28,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,ratified protocol,3,2018,25,25,NA,NA,NA,NA,NA,NA,5.22,Hybrid Regime,56,512.54,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,ratified protocol,3,2017,24,24,NA,NA,NA,NA,NA,NA,5.11,Hybrid Regime,56,503.5,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,ratified protocol,3,2023,NA,NA,70,30,40,50,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,ratified protocol,3,2022,34,34,NA,NA,NA,NA,NA,NA,5.91,Hybrid Regime,66,645.16,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,ratified protocol,3,2021,35,35,NA,NA,NA,NA,NA,NA,5.74,Hybrid Regime,66,633.61,0.51,62.9,12.68,4.49,NA,NA,NA,NA
Malawi,ratified protocol,3,2020,30,30,NA,NA,NA,NA,NA,NA,5.74,Hybrid Regime,62,622.18,NA,NA,NA,NA,NA,NA,NA,0.91
Malawi,ratified protocol,3,2019,31,31,NA,NA,NA,NA,NA,NA,5.5,Hybrid Regime,64,584.36,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,ratified protocol,3,2018,32,32,NA,NA,NA,NA,NA,NA,5.49,Hybrid Regime,63,537.93,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,ratified protocol,3,2017,31,31,NA,NA,NA,NA,NA,NA,5.49,Hybrid Regime,63,500.17,NA,NA,NA,NA,NA,NA,NA,3.54
Malaysia,ratified protocol,3,2023,NA,NA,100,27,50,36,47,57,NA,NA,53,NA,NA,NA,NA,NA,50,52.9,47.1,NA
Malaysia,ratified protocol,3,2022,47,47,NA,NA,NA,NA,NA,NA,7.3,Flawed Democracy,50,11971.93,NA,NA,NA,NA,NA,55.7,44.3,NA
Malaysia,ratified protocol,3,2021,48,48,NA,NA,NA,NA,NA,NA,7.24,Flawed Democracy,51,11109.27,0.8,74.88,13.34,10.65,NA,57.9,42.1,NA
Malaysia,ratified protocol,3,2020,51,51,NA,NA,NA,NA,NA,NA,7.19,Flawed Democracy,52,10160.83,NA,NA,NA,NA,NA,58.8,41.2,4.54
Malaysia,ratified protocol,3,2019,53,53,NA,NA,NA,NA,NA,NA,7.16,Flawed Democracy,52,11132.1,NA,NA,NA,NA,NA,60.8,39.2,3.26
Malaysia,ratified protocol,3,2018,47,47,NA,NA,NA,NA,NA,NA,6.88,Flawed Democracy,45,11073.98,NA,NA,NA,NA,NA,63.1,36.9,3.3
Malaysia,ratified protocol,3,2017,47,47,NA,NA,NA,NA,NA,NA,6.54,Flawed Democracy,44,9979.7,NA,NA,NA,NA,NA,64.8,35.2,3.41
Maldives,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,54.5,45.5,NA
Maldives,ratified protocol,3,2022,40,40,NA,NA,NA,NA,NA,NA,NA,NA,40,11817.52,NA,NA,NA,NA,NA,54.7,45.3,NA
Maldives,ratified protocol,3,2021,40,40,NA,NA,NA,NA,NA,NA,NA,NA,40,10366.26,0.75,79.92,12.64,7.32,NA,56,44,NA
Maldives,ratified protocol,3,2020,43,43,NA,NA,NA,NA,NA,NA,NA,NA,40,7282.37,NA,NA,NA,NA,NA,53.2,46.8,NA
Maldives,ratified protocol,3,2019,29,29,NA,NA,NA,NA,NA,NA,NA,NA,35,11118.53,NA,NA,NA,NA,NA,53.3,46.7,4.56
Maldives,ratified protocol,3,2018,31,31,NA,NA,NA,NA,NA,NA,NA,NA,35,10823.61,NA,NA,NA,NA,NA,51.7,48.3,NA
Maldives,ratified protocol,3,2017,33,33,NA,NA,NA,NA,NA,NA,NA,NA,40,10063,NA,NA,NA,NA,NA,47,53,NA
Mali,ratified both crpd and protocol,4,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mali,ratified both crpd and protocol,4,2022,28,28,NA,NA,NA,NA,NA,NA,3.23,Authoritarian Regime,32,833.3,NA,NA,NA,NA,NA,NA,NA,NA
Mali,ratified both crpd and protocol,4,2021,29,29,NA,NA,NA,NA,NA,NA,3.48,Authoritarian Regime,33,881.51,0.43,58.94,7.42,2.31,NA,NA,NA,NA
Mali,ratified both crpd and protocol,4,2020,30,30,NA,NA,NA,NA,NA,NA,3.93,Authoritarian Regime,41,822.91,NA,NA,NA,NA,NA,NA,NA,3.53
Mali,ratified both crpd and protocol,4,2019,29,29,NA,NA,NA,NA,NA,NA,4.92,Hybrid Regime,44,840.18,NA,NA,NA,NA,NA,NA,NA,NA
Mali,ratified both crpd and protocol,4,2018,32,32,NA,NA,NA,NA,NA,NA,5.41,Hybrid Regime,44,856.36,NA,NA,NA,NA,NA,NA,NA,1.62
Mali,ratified both crpd and protocol,4,2017,31,31,NA,NA,NA,NA,NA,NA,5.64,Hybrid Regime,45,795.68,NA,NA,NA,NA,NA,NA,NA,7.41
Malta,ratified both crpd and protocol,4,2023,NA,NA,56,59,47,96,47,66,NA,NA,89,NA,NA,NA,NA,NA,NA,42.5,57.5,NA
Malta,ratified both crpd and protocol,4,2022,51,51,NA,NA,NA,NA,NA,NA,7.7,Flawed Democracy,89,33940.95,NA,NA,NA,NA,NA,40.8,59.2,2.92
Malta,ratified both crpd and protocol,4,2021,54,54,NA,NA,NA,NA,NA,NA,7.57,Flawed Democracy,90,34218.21,0.92,83.78,16.84,12.21,NA,38.9,61.1,3.39
Malta,ratified both crpd and protocol,4,2020,53,53,NA,NA,NA,NA,NA,NA,7.68,Flawed Democracy,90,29196.98,NA,NA,NA,NA,NA,39,61,4.35
Malta,ratified both crpd and protocol,4,2019,54,54,NA,NA,NA,NA,NA,NA,7.95,Flawed Democracy,91,31506.56,NA,NA,NA,NA,NA,33.5,66.5,3.62
Malta,ratified both crpd and protocol,4,2018,54,54,NA,NA,NA,NA,NA,NA,8.21,Full Democracy,92,31566.36,NA,NA,NA,NA,NA,31.9,68.1,3.66
Malta,ratified both crpd and protocol,4,2017,56,56,NA,NA,NA,NA,NA,NA,8.15,Full Democracy,96,28823.35,NA,NA,NA,NA,NA,30.6,69.4,4
Marshall Islands,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,ratified protocol,3,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,6727.8,NA,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,ratified protocol,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,6172.15,0.64,65.27,10.24,10.88,NA,NA,NA,9.82
Marshall Islands,ratified protocol,3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,5567.97,NA,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,ratified protocol,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,5188.97,NA,NA,NA,NA,NA,NA,NA,6.34
Marshall Islands,ratified protocol,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,4769.19,NA,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,ratified protocol,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,4507.62,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,ratified both crpd and protocol,4,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,ratified both crpd and protocol,4,2022,30,30,NA,NA,NA,NA,NA,NA,4.03,Hybrid Regime,35,2190.7,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,ratified both crpd and protocol,4,2021,28,28,NA,NA,NA,NA,NA,NA,4.03,Hybrid Regime,35,2166.04,0.56,64.36,9.38,4.92,NA,NA,NA,NA
Mauritania,ratified both crpd and protocol,4,2020,29,29,NA,NA,NA,NA,NA,NA,3.92,Authoritarian Regime,34,1868.47,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,ratified both crpd and protocol,4,2019,28,28,NA,NA,NA,NA,NA,NA,3.92,Authoritarian Regime,32,1839.96,NA,NA,NA,NA,NA,NA,NA,10.42
Mauritania,ratified both crpd and protocol,4,2018,27,27,NA,NA,NA,NA,NA,NA,3.82,Authoritarian Regime,30,1749.95,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,ratified both crpd and protocol,4,2017,28,28,NA,NA,NA,NA,NA,NA,3.82,Authoritarian Regime,30,1634.64,NA,NA,NA,NA,NA,NA,NA,10.34
Mauritius,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,48.1,51.9,NA
Mauritius,ratified protocol,3,2022,50,50,NA,NA,NA,NA,NA,NA,8.14,Full Democracy,86,10216.29,NA,NA,NA,NA,NA,48.9,51.1,NA
Mauritius,ratified protocol,3,2021,54,54,NA,NA,NA,NA,NA,NA,8.08,Full Democracy,87,9062.72,0.8,73.56,15.17,10.43,NA,47.9,52.1,7.72
Mauritius,ratified protocol,3,2020,53,53,NA,NA,NA,NA,NA,NA,8.14,Full Democracy,89,9005.46,NA,NA,NA,NA,NA,47.3,52.7,8.63
Mauritius,ratified protocol,3,2019,52,52,NA,NA,NA,NA,NA,NA,8.22,Full Democracy,89,11403.25,NA,NA,NA,NA,NA,46.8,53.2,6.33
Mauritius,ratified protocol,3,2018,51,51,NA,NA,NA,NA,NA,NA,8.22,Full Democracy,89,11643.46,NA,NA,NA,NA,NA,48.3,51.7,6.43
Mauritius,ratified protocol,3,2017,50,50,NA,NA,NA,NA,NA,NA,8.22,Full Democracy,89,10841.68,NA,NA,NA,NA,NA,51.1,48.9,6.75
Mexico,ratified both crpd and protocol,4,2023,NA,NA,81,34,69,82,23,97,NA,NA,60,NA,NA,NA,NA,NA,69,54.4,45.6,NA
Mexico,ratified both crpd and protocol,4,2022,31,31,NA,NA,NA,NA,NA,NA,5.25,Hybrid Regime,60,11091.31,NA,NA,NA,NA,NA,53.7,46.3,3.26
Mexico,ratified both crpd and protocol,4,2021,31,31,NA,NA,NA,NA,NA,NA,5.57,Hybrid Regime,61,10045.68,0.76,70.21,14.86,9.22,NA,55,45,4.09
Mexico,ratified both crpd and protocol,4,2020,31,31,NA,NA,NA,NA,NA,NA,6.07,Flawed Democracy,62,8655,NA,NA,NA,NA,NA,54,46,4.44
Mexico,ratified both crpd and protocol,4,2019,29,29,NA,NA,NA,NA,NA,NA,6.09,Flawed Democracy,63,10145.15,NA,NA,NA,NA,NA,52.3,47.7,3.48
Mexico,ratified both crpd and protocol,4,2018,28,28,NA,NA,NA,NA,NA,NA,6.19,Flawed Democracy,62,9857.01,NA,NA,NA,NA,NA,51.1,48.9,3.27
Mexico,ratified both crpd and protocol,4,2017,29,29,NA,NA,NA,NA,NA,NA,6.41,Flawed Democracy,65,9434.38,NA,NA,NA,NA,NA,50.3,49.7,3.42
Micronesia,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micronesia,ratified protocol,3,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,3741.06,NA,NA,NA,NA,NA,NA,NA,NA
Micronesia,ratified protocol,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,3571.34,0.63,70.71,11.55,7.8,NA,NA,NA,NA
Micronesia,ratified protocol,3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,3639.41,NA,NA,NA,NA,NA,NA,NA,NA
Micronesia,ratified protocol,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,3699.08,NA,NA,NA,NA,NA,NA,NA,NA
Micronesia,ratified protocol,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,3623.33,NA,NA,NA,NA,NA,NA,NA,NA
Micronesia,ratified protocol,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,3320.35,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,ratified both crpd and protocol,4,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,24.6,75.4,NA
Monaco,ratified both crpd and protocol,4,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,25.1,74.9,NA
Monaco,ratified both crpd and protocol,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,234317.08,NA,85.95,NA,NA,NA,NA,NA,NA
Monaco,ratified both crpd and protocol,4,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,182537.3,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,ratified both crpd and protocol,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,199382.78,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,ratified both crpd and protocol,4,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,194287.09,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,ratified both crpd and protocol,4,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,173611.78,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,ratified both crpd and protocol,4,2023,NA,NA,93,37,29,39,50,42,NA,NA,84,NA,NA,NA,NA,NA,NA,53.9,46.1,NA
Mongolia,ratified both crpd and protocol,4,2022,33,33,NA,NA,NA,NA,NA,NA,6.35,Flawed Democracy,84,4946.75,NA,NA,NA,NA,NA,53.7,46.3,6.21
Mongolia,ratified both crpd and protocol,4,2021,35,35,NA,NA,NA,NA,NA,NA,6.42,Flawed Democracy,84,4566.14,0.74,70.98,14.98,9.42,NA,55.6,44.4,7.75
Mongolia,ratified both crpd and protocol,4,2020,35,35,NA,NA,NA,NA,NA,NA,6.48,Flawed Democracy,84,4041.17,NA,NA,NA,NA,NA,58,42,6.59
Mongolia,ratified both crpd and protocol,4,2019,35,35,NA,NA,NA,NA,NA,NA,6.5,Flawed Democracy,85,4394.95,NA,NA,NA,NA,NA,59.8,40.2,9.27
Mongolia,ratified both crpd and protocol,4,2018,37,37,NA,NA,NA,NA,NA,NA,6.5,Flawed Democracy,85,4165.02,NA,NA,NA,NA,NA,62.6,37.4,5.38
Mongolia,ratified both crpd and protocol,4,2017,36,36,NA,NA,NA,NA,NA,NA,6.5,Flawed Democracy,85,3708.25,NA,NA,NA,NA,NA,67.6,32.4,6.36
Montenegro,ratified both crpd and protocol,4,2023,NA,NA,88,27,48,90,40,20,NA,NA,67,NA,NA,NA,NA,NA,NA,39.8,60.2,NA
Montenegro,ratified both crpd and protocol,4,2022,45,45,NA,NA,NA,NA,NA,NA,6.45,Flawed Democracy,67,9893.52,NA,NA,NA,NA,NA,41.1,58.9,NA
Montenegro,ratified both crpd and protocol,4,2021,46,46,NA,NA,NA,NA,NA,NA,6.02,Flawed Democracy,63,9465.97,0.83,76.34,15.08,12.18,NA,41.6,58.4,16.54
Montenegro,ratified both crpd and protocol,4,2020,45,45,NA,NA,NA,NA,NA,NA,5.77,Hybrid Regime,62,7677.37,NA,NA,NA,NA,NA,41.2,58.8,17.88
Montenegro,ratified both crpd and protocol,4,2019,45,45,NA,NA,NA,NA,NA,NA,5.65,Hybrid Regime,65,8909.65,NA,NA,NA,NA,NA,40.5,59.5,15.13
Montenegro,ratified both crpd and protocol,4,2018,45,45,NA,NA,NA,NA,NA,NA,5.74,Hybrid Regime,67,8850.38,NA,NA,NA,NA,NA,37.5,62.5,15.19
Montenegro,ratified both crpd and protocol,4,2017,46,46,NA,NA,NA,NA,NA,NA,5.69,Hybrid Regime,69,7803.36,NA,NA,NA,NA,NA,38.7,61.3,16.08
Morocco,ratified both crpd and protocol,4,2023,NA,NA,70,24,53,68,25,25,NA,NA,37,NA,NA,NA,NA,NA,NA,46.8,53.2,NA
Morocco,ratified both crpd and protocol,4,2022,38,38,NA,NA,NA,NA,NA,NA,5.04,Hybrid Regime,37,3527.94,NA,NA,NA,NA,NA,49.1,50.9,NA
